title,authors,authors_count_token,authors_count_numberic,abstracts,venue,year_token,year,primary_topic,keywords,Label
formalisation action durations answer set programming,etienne tignon,single_author,-0.7778203055284539,paper discuss work currently phd student university potsdam tutoring schaub im currently looking action description asp precisely goal explore represent actions durations asp different contexts right im focused multiagent path finding mapf looking represent speeds different agents contexts tackling duration wanted explore compare different representations action taking asp started comparing different simple encodings tackling mapf problem even simple code choices assumptions made creations objective work present consequences design decisions terms performance knowledge representation far know current research topic besides im also exploring different ways represent duration solve related problems planed compare way described also want help find innovative effective ways solve problems duration,iclp,year_2020_2021,-0.6441999584347234,logic reasoning knowledge,duration music action physics simple philosophy set abstract data type computer science representation politics code set theory path computing work physics mathematics education operations research epistemology mathematics programming language political science law engineering,5
autonomous task completion based goaldirected answer set programming,alexis r. tudor,single_author,-0.7778203055284539,task planning autonomous agents typically done using deep learning models simulationbased reinforcement learning research proposes combining inductive learning techniques goaldirected answer set programming increase explainability reliability systems task breakdown completion preliminary research led creation python harness utilizes scasp solve task problems computationally efficient way although research early stages exploring solutions complex problems simulated task completion,iclp,year_post_2024,0.5681320666638986,logic reasoning knowledge,task project management computer science goal programming set abstract data type answer set programming goal orientation programming language psychology operations research social psychology management mathematics,5
nonmonotone fixpoint theory based structure weak bilattices,angelos charalambidis giannos chatziagapis babis kostopoulos panos rondogiannis,many_authors,0.852405814277758,extend wellknown representation theorem interlaced bilattices broader class weak interlaced bilattices based new theorem develop fixpoint theory nonmonotone functions weak infinitarily interlaced bilattices theory generalizes classical fixpoint constructions introduced fitting aswellas recent results area approximation fixpoint theory argue proposed theory direct practical applications develop semantics higherorder logic programming negation arbitrary weak infinitarily interlaced bilattice negation generalizing way recent work threevalued semantics formalism consider line research initiated fitting investigates structure consistent parts bilattices order obtain natural generalizations kleenes threevalued logic demonstrate consistent parts bilattices closely connected weak bilattices generalizing previous results fitting kondo,kr,year_post_2024,0.5681320666638986,advanced algebra logic,monotone polygon fixed point computer science mathematics discrete mathematics mathematical analysis geometry,1
adding circumscription decidable fragments firstorder logic complexity rollercoaster,carsten lutz quentin manière,few_authors,-0.2344115989263833,study extensions expressive decidable fragments firstorder logic circumscription considering particular twovariable fragment fo2 extension c2 counting quantifiers guarded fragment gf prove unary predicates minimized fixed circumscription decidability logical consequence preserved fo2 complexity increases nexp nexpnpcomplete gf remarkably increases 2exp towercomplete c2 remains open also consider querying circumscribed knowledge bases whose ontology gf sentence showing problem decidable unions conjunctive queries towercomplete combined complexity elementary data complexity already atomic queries ontologies sets guarded existential rules however every k gt 0 ontology query kexphard data complexity,kr,year_post_2024,0.5681320666638986,logic reasoning knowledge,circumscription decidability computer science order exchange firstorder logic mathematics discrete mathematics algorithm programming language,2
twovariable logic hierarchically partitioned ordered data,oskar fiuk emanuel kieroński vincent michielini,few_authors,0.30899710767568733,study twovariable firstorder logic fo2 semantic constraints model hierarchically structured data first logic extends fo2 linear order lt chain increasingly coarser equivalence relations e1 e2 show finite satisfiability problem nexptimecomplete also demonstrate weaker variant logic without linear order enjoys exponential model property second logic extends fo2 chain nested total preorders 1 2 prove finite satisfiability problem also nexptimecompletehowever show complexity increases expspacecomplete access successor relations preorders allowed last result undecidability fo2 two independent chains nested equivalence relations,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,satisfiability equivalence formal languages equivalence relation boolean satisfiability problem decidability successor cardinal fragment logic chain unit,2
general game playing killer app logic programming,michael thielscher,single_author,-0.7778203055284539,noabstract,iclp,year_post_2024,0.5681320666638986,multiagent systems negotiation,computer science correctness combinatorial game theory set abstract data type video game design game mechanics sequential game answer set programming class philosophy game design repeated game game developer game programming humancomputer interaction artificial intelligence game theory programming language game design document mathematical economics mathematics,3
recursive aggregates intensional functions,jorge fandinno zachary hansen,few_authors,-0.2344115989263833,paper shows semantics programs aggregates implemented solvers clingo dlv characterized extended firstorder formulas intensional functions logic hereandthere furthermore characterization used study strong equivalence programs aggregates either semantics also present transformation reduces task checking strong equivalence reasoning classical firstorder logic serves foundation automating procedure,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,equivalence formal languages semantics computer science answer set programming set abstract data type programming language computer science mathematics algebra field theoretical computer science discrete mathematics pure mathematics,4
generative logic teaching prolog generative ai art design,shalin hai-jew,single_author,-0.7778203055284539,instructional designers often pride using cuttingedge commercial authoring tools available achieve work creations meet high technical standards order function digital environment learning management systems content management systems social media digital content platforms others present moment generative ai tools enable making novel texts digital visuals among others major extant question best harness generative artmaking ais instructional design work case work explores professionally ethical legal ways use generative artmaking ais id work innovative approach based review literature year using several free webfacing artmaking generative ais craiyon deep dream generator others open public beta learning applied instructional design work several decades,iclp,year_post_2024,0.5681320666638986,virtual reality applications impacts,generative grammar generative design computer science instructional design work physics function biology multimedia engineering artificial intelligence,2
credible models belief update,eduardo fermé sébastien konieczny ramón pino pérez nicolas schwind,many_authors,0.852405814277758,work address one important problem katsuno mendelzon update operators require updated belief base must entail new input consistent way assumes situation updated one satisfying input unrealistic solve problem must relax either success consistency principle case leads distinct family update operators semantically characterize plausibility relations possible worlds considering credibility limit aims forbid unrealistic changes discuss cases one family adequate one,kr,year_2022_2023,0.16402139163102464,logic reasoning knowledge,credibility consistency knowledge bases computer science belief revision limit mathematics base topology theoretical computer science artificial intelligence mathematics epistemology,1
geospatial trajectory generation via efficient abduction deployment independent testing,divyagna bavikadi dyuman aditya devendra parkar paulo shakarian graham mueller chad parvis gerardo i. simari,many_authors,2.4826319340839698,ability generate artificial human movement patterns meeting location time constraints important problem security community particularly enables study analog problem detecting patterns maintaining privacy frame problem instance abduction guided novel parsimony function represented aggregate truth value annotated logic program approach added benefit affording explainability analyst user showing subset program provide lower bound parsimony requirement able abduce movement trajectories efficiently informed ie search describe implementation enhanced application multiple techniques order scaled integrated cloudbased software stack included bottomup rule learning geolocated knowledge graph retrievalmanagement interfaces government systems independently conducted governmentrun tests provide results also report experiments showing provide exact results also scale large scenarios provide realistic agent trajectories go undetected machine learning anomaly detectors,iclp,year_post_2024,0.5681320666638986,data management algorithms,geospatial analysis software deployment trajectory computer science geography software engineering cartography physics astronomy,1
streamlining inputoutput logics sequent calculi,agata ciabattoni dmitry rozplokhas,few_authors,-0.2344115989263833,inputoutput io logic general framework reasoning conditional norms andor causal relations streamline bochmans causal io logics via proofsearchoriented sequent calculi calculi establish natural syntactic link derivability logics original io logics consequence results obtain new simple semantics logics complexity bounds embeddings normal modal logics efficient deduction methods work encompasses many scattered results provides uniform solutions various unresolved problems,kr,year_2022_2023,0.16402139163102464,logic reasoning knowledge,sequent tnorm fuzzy logics sequent calculus natural deduction monoidal tnorm logic semantics computer science accessibility relation normal modal logic modal computer science kripke semantics simple philosophy modal logic algorithm mathematics theoretical computer science algebra field calculus dental discrete mathematics description logic artificial intelligence pure mathematics programming language intermediate logic multimodal logic mathematical proof epistemology,2
democratising access logic programming web application design tool querying prolog code,ralph clarke haygood,no_author,-1.3212290121305246,abstract sicstus prolog sequential prolog implementation built around version warren abstract machine wam several years sicstus supported wamtonative code compilation sun workstations old scheme neither portable open experiments would desirable support colleagues sicstus group developed new scheme performs slightly better portability enhancement achieved introducing new abstract machine fragment idealized generalpurpose architecture wam native code targets allows complexity native code compilation phases containing wellencapsulated target dependencies moreover allows runtime library native code substantially targetindependent risc targets derivative new abstract machine allows quasitargetindependent instruction scheduling performed paper explains sicstus approach native code compilation presents new scheme detail evaluates respect portability performance,iclp,year_post_2024,0.5681320666638986,qr code applications technologies,programming language prolog computer science code set theory,2
reliable conversational agents asp control understand natural language,yankai zeng,single_author,-0.7778203055284539,efforts made make machines converse like humans past decadesthe recent techniques large language models llms make possible humanlike conversations machines llms flaws lacking understanding reliability well documentedwe believe best way eliminate problem use llms parsers translate text knowledge vice versa carry conversation reasoning knowledge using answer set programmingi developing framework based llms asp realize reliable chatbots understand human conversationthis framework used develop taskspecific chatbots well socialbotsmy future research focused making chatbots scalable trainable,iclp,year_post_2024,0.5681320666638986,robotics automated systems,computer science natural archaeology natural language processing control management linguistics artificial intelligence biology philosophy,1
learning commonsense knowledge interactive dialogue,benjamin wu alessandra russo mark law katsumi inoue,many_authors,0.852405814277758,one difficult problems artificial intelligence related acquiring commonsense knowledge create collection facts information ordinary person know work present system limited background knowledge able learn form simple concepts interactive dialogue user approach problem using syntactic parser along mechanism check synonymy translate sentences logical formulas represented event calculus using answer set programming asp reasoning learning tasks automatically generated translated text learning initiated question answering system capable learning contextual knowledge prior dialogue system evaluated stories inspired facebooks babis questionanswering tasks appropriate question answering able respond accurately dialogues,iclp,year_2018_2019,-1.8565319835333454,multiagent systems negotiation,computer science commonsense knowledge question answering commonsense reasoning parsing artificial intelligence set abstract data type natural language processing event particle physics knowledge representation reasoning programming language,2
argumentative causal discovery,fabrizio russo anna rapberger francesca toni,few_authors,0.30899710767568733,causal discovery amounts unearthing causal relationships amongst features data crucial companion causal inference necessary build scientific knowledge without resorting expensive impossible randomised control trials paper explore reasoning symbolic representations support causal discovery specifically deploy assumptionbased argumentation aba wellestablished powerful knowledge representation formalism combination causality theories learn graphs reflect causal dependencies data prove method exhibits desirable properties notably natural conditions retrieve groundtruth causal graphs also conduct experiments implementation method answer set programming asp four datasets standard benchmarks causal discovery showing method compares well established baselines,kr,year_post_2024,0.5681320666638986,semantic web ontologies,argumentative computer science artificial intelligence epistemology philosophy,3
architecture simulating behavior mode changes normaware autonomous agents,sean glaze daniela inclezan,few_authors,-0.2344115989263833,paper presents architecture simulating actions normaware intelligent agent whose behavior respect norm compliance set later changed human controller updating agents behavior mode normabiding riskier one may relevant agent involved timesensitive rescue operations example base work authorization obligation policy language aopl designed gelfond lobo specification norms introduce architecture prototype software system used simulate agents plans different behavior modes later changed controller envision software useful policy makers readily understand agents may act certain situations based agents attitudes towards normcompliance policy makers may refine policies simulations show unwanted consequences,iclp,year_post_2024,0.5681320666638986,multiagent systems negotiation,architecture norm philosophy computer science mode computer interface psychology humancomputer interaction political science art visual arts,2
mtlearn extracting temporal rules using datalog rule learners,dingmin wang przemysław andrzej wałęga bernardo cuenca grau,few_authors,0.30899710767568733,propose framework temporal rule learning datasets capitalises availability increasingly mature datalog rule learners approach based idea splitting temporal dataset windows extracting static rules window offtheshelf datalog rule learner combining obtained static rules temporal rules corresponding whole dataset temporal rules generated approach expressed datalogmtl assigned timesensitive confidence scores implemented approach system mtlearn compatible datalog rule learner well range strategies scoring output temporal rules evaluation results task temporal link prediction show proposed approach highly competitive achieve performance comparable stateoftheart machine learning models extrapolation interpolation settings time providing interpretable results,kr,year_post_2024,0.5681320666638986,data mining algorithms applications,datalog computer science programming language natural language processing artificial intelligence,1
solving gossip problems using answer set programming epistemic planning approach,esra erdem andreas herzig,few_authors,-0.2344115989263833,investigate use answer set programming solve variations gossip problems modeling epistemic planning problems,iclp,year_2020_2021,-1.0483106334675973,logic reasoning knowledge,gossip answer set programming set abstract data type questions answers gossip protocol,4
inductive firstorder formula synthesis asp case study invariant inference,ziyi yang george pîrlea ilya sergey,few_authors,0.30899710767568733,present framework synthesising formulas firstorder logic fol examples unifies advances stateoftheart approaches inference transition system invariants study categorise existing methodologies encoding techniques formula synthesis via answer set programming asp based derived categorisation propose orthogonal slices new technique formula enumeration partitions search space manageable chunks enabling two approaches incremental candidate pruning using combination existing techniques firstorder fo invariant synthesis orthogonal slices implemented framework force significantly accelerate stateoftheart algorithm distributed system invariant inference also show approach facilitates composition different invariant inference frameworks allowing novel optimisations,iclp,year_post_2024,0.9722427416967726,modeldriven software engineering techniques,invariant physics inference set abstract data type rule inference algebra field,3
towards parallelising extension construction serialisable semantics abstract argumentation,lars bengel matthias thimm,few_authors,-0.2344115989263833,consider recently proposed notion serialisability semantics abstract argumentation frameworks notion describes method serialised nondeterministic construction extensions iterative addition nonempty minimal admissible sets depending semantics task enumerating extensions argumentation framework computationally complex serialisability provides natural way parallelising construction extensions admissiblebased semantics work investigate feasibility using serialisable construction scheme efficient enumeration extensions example recently introduced unchallenged semantics provide experimental evaluation,kr,year_2022_2023,0.16402139163102464,multiagent systems negotiation,argumentation theory extension predicate logic semantics computer science computer science scheme mathematics theoretical computer science task project management argumentation framework programming language mathematics,1
ontologybased query answering datalogexpressible rule sets undecidable,david carral lucas larroque michaël thomazo,few_authors,0.30899710767568733,ontologybased query answering problem takes input set facts f ontology r typically expressed existential rules boolean query q asks whether r f entails q problem undecidable general widely investigated approach tackle called query rewriting rq rule query computed qr set facts f holds r f entail q iff f entails qr literature mostly focused qr expressed union conjunctive queries ucqs algorithm qr whenever exists proposed literature however ucqrewritability applicable restricted settings raises question whether generic algorithm designed expressive language datalog solve question negative studying difference datalogexpressibility datalogrewritability particular show query answering datalogexpressible rule queries undecidable,kr,year_post_2024,0.5681320666638986,semantic web ontologies,datalog undecidable problem computer science conjunctive query ontology programming language decidability theoretical computer science information retrieval relational database,4
reasoning study regulations answer set programming preliminary report,susana hahn torsten schaub cedric martens amade nemes henry otunuya javier romero sebastian schellhorn,many_authors,2.4826319340839698,abstract interested automating reasoning study regulations catering various stakeholders ranging administrators faculty students different stages work builds extensive analysis various study programs university potsdam conceptualization underlying principles provides us formal account study regulations particular formalization reveals properties admissible study plans end propose encoding study regulations answer set programming produces corresponding study plans finally show approach extended generic user interface exploring study plans,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,answer set programming computer science set abstract data type programming language,5
proceedings 36th international conference logic programming technical communications iclp technical communications 2020 technical communications unical rende cs italy 1824th september 2020,noauthor,no_author,-1.3212290121305246,noabstract,iclp,year_2020_2021,-1.0483106334675973,engineering education pedagogy,computer science,1
reasoning knowledge regular expressions 2exptimecomplete,avijeet ghosh sujata ghosh françois schwarzentruber,few_authors,0.30899710767568733,logics reasoning knowledge actions seen many applications various domains multiagent systems including epistemic planning change knowledge based observations surroundings forms key aspect planning scenarios public observation logic pol variant public announcement logic reasoning knowledge gets updated based public observations state epistemic kripke model equipped set expected observations states evolve expectations get matched actual observations work prove satisfiability problem pol 2exptimecomplete,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,set abstract data type key lock state computer science epistemic modal logic automated reasoning nonmonotonic logic satisfiability knowledge representation reasoning,2
weighted merging operators product utilitybased operators egalitarianism,patricia everaere sébastien konieczny ramón pino pérez,few_authors,0.30899710767568733,propose new operators weighted propositional belief merging operators introduce distancebased operators use product aggregation function social choice theory product called nash welfare function known equitable social welfare function classical utilitarian welfare function based sum study properties satisfied obtained corresponding weighted merging operators particular show unlike nash welfare function distancebased operators using product satisfy pigoudalton property introduce new family weighted merging operators call utilitybased weighted merging operators utility roughly converse distance distancebased operators wellknown distancebased operators easy find corresponding utilitybased merging operators interesting result utilitybased weighted merging operator based product correspond standard distancebased weighted merging operator operator satisfies pigoudalton property,kr,year_post_2024,0.5681320666638986,multicriteria decision making,operator biology function biology product mathematics converse mathematics social choice theory property philosophy computer science mathematical optimization mathematical economics,1
revising boolean logical models biological regulatory networks,frederico aleixo matthias knorr joão leite,few_authors,0.30899710767568733,boolean regulatory networks used represent complex biological processes modelling interactions biological compounds proteins genes substances cell creating maintaining computational models networks crucial comprehending corresponding cellular processes allow reproducing known behaviours testing new hypotheses predictions silico context model revision focuses validating necessary repairing existing models based new experimental data however model revision commonly performed manually inefficient prone error existing automated solutions either apply simpler networks limited revision process since may able produce solution within reasonable time frame miss optimal solution paper develop solution revising logical models boolean regulatory networks able find repairs consistent provided possibly incomplete experimental data minimal wrt differences original network show solution used revise different realworld boolean logical models efficiently surpassing previous solution terms solved instances considerable margin wrt processing time,kr,year_2022_2023,0.16402139163102464,gene regulatory network analysis,computer science context archaeology process computing theoretical computer science biological network frame networking margin machine learning andinverter graph gene regulatory network boolean network boolean function logical data model boolean model boolean expression data modeling algorithm machine learning computational biology mathematics software engineering programming language gene biology,3
llms solve asp problems insights benchmarking study,lin ren guohui xiao guilin qi yishuai geng haohan xue,many_authors,1.3958145208798287,answer set programming asp powerful paradigm nonmonotonic reasoning recently large language models llms demonstrated promising capabilities logical reasoning despite potential current evaluations llm capabilities asp often limited existing works normally employ overly simplified asp programs support negation disjunction multiple answer sets furthermore lack benchmarks introduce tasks specifically designed asp solving bridge gap introduce aspbench comprehensive asp benchmark including three asp specific tasks asp entailment answer set verification answer set computation extensive evaluations aspbench reveal 14 stateoftheart llms including deepseekr1 o4mini gemini25flashthinking perform relatively well first two simpler tasks struggle answer set computation core asp solving findings offer insights current limitations llms asp solving highlights need new approaches integrate symbolic reasoning capabilities effectively code dataset available httpsgithubcomhomurataspbench,kr,year_post_2024,0.9722427416967726,logic reasoning knowledge,answer set programming set abstract data type benchmarking core optical fiber bridge graph theory automated reasoning,3
contractions based optimal repairs,franz baader renata wassermann,few_authors,-0.2344115989263833,removing unwanted consequences knowledge base investigated belief change name contraction called repair ontology engineering simple repair contraction approaches based removing statements knowledge base respectively called belief base contractions classical repairs disadvantage syntaxdependent may remove consequences necessary belief set contractions problems may result belief sets finite representation one works logics fragments propositional logic similarly optimal repairs syntaxindependent maximize retained consequences may exist paper want leverage advances characterizing computing optimal repairs ontologies based description logics el obtain contraction operations combine advantages belief set belief base contractions basic idea employ partial meet contraction approach optimal repairs instead optimal classical repairs remainders introduce new approach general setting prove characterization theorem relates obtained contractions wellknown postulates consider several interesting instances standard repaircontraction setting one wants get rid consequence also settings variants forgetting propositional description logic extended version article accepted kr 2024,kr,year_post_2024,0.5681320666638986,auction theory applications,computer science,1
early validation highlevel requirements cyberphysical systems,ondřej vašíček,single_author,-0.7778203055284539,overarching broad topic research advancements area safetycritical cyberphysical systems cps development emphasis validation verification particular focus research early validation highlevel requirements cps current approach tackling problem transforming requirements event calculus subsequently reasoning using asp solvers groundingfree scasp discuss research current state open issues still left tackle first results work presented paper accepted iclp24 first paper area,iclp,year_post_2024,0.9722427416967726,software engineering techniques practices,cyberphysical system computer science reliability engineering engineering operating system,1
deep inductive logic programming meets reinforcement learning,yushi cao,few_authors,-0.2344115989263833,integration inductive logic programming symbolism deep learning connectionism drawn researchers attention become novel research direction toward better reasoning ability however current integration still far perfect especially poor generalization learning efficiency current models thesis aim improve generalization current approaches together learning ability performance besides also aim conduct full evaluation regarding reasoning ability large language models inductive logic programming tasks first improve generalization current logicbased deep reinforcement learning drl algorithms propose novel framework called galois capable synthesizing whitebox programs hierarchy definitive causeeffect logic utilizes program sketch introduces new sketchbased programming language guide synthesis process utilizing framework galois implements sketchbased program synthesis approach automatically generates whitebox interpretable programs generalizable causeeffect logic comprehensive evaluation across various complex decisionmaking tasks demonstrates galois outperforms mainstream drl methods previous stateoftheart programguided baselines learning capability generalization interpretation ability reuse knowledge across different tasks observe current startoftheart neural inductive logic programming ilp models suffer requiring large number training iterations training examples training besides still far perfect terms performance generalization dealing tasks require complex tasksolving logic mitigate issue present novel framework named failure reflection guided regularizer frgr frgr initially identifies summarizes error patterns dynamically model repeatedly makes similar mistakes training subsequently penalties model making similar mistakes future training iterations approach encourages model avoid recurring mistakes similar error patterns thereby facilitating faster convergence optimal higherperforming solution experimental results multiple relational reasoning decisionmaking tasks demonstrate effectiveness frgr improving neural ilp models performance generalization learning efficiency finally spite improvement stateoftheart neural ilp solvers bring surge interest investigating reasoning ability llms whereas textual numerical reasoning benchmarks adopted previous works rather shallow simple hard conclude large language models llms possess strong reasoning ability merely achieving positive results benchmarks recent efforts demonstrated llms poor solving sequential decisionmaking problems require commonsense planning evaluating performance reinforcement learning benchmarks work conduct indepth assessment several stateoftheart llms reasoning ability based ilp benchmark broadly recognized representative challenging measurement evaluating logic program inductionsynthesis systems requires inducing strict causeeffect logic achieve robust deduction independent identically distributed iid outofdistribution ood test samples evaluations illustrate compared neural program induction systems much smaller model size stateoftheart llms much poorer terms reasoning ability achieving much lower performance generalization using either natural language prompting truthvalue matrix prompting,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,inductive logic programming computer science artificial intelligence inductive programming programming language programming paradigm,4
neurosymbolic approach fraud detection financial data public administration,noauthor,no_author,-1.3212290121305246,occupational fraud hard detect employees know systems inside fraudulent inclusions fraudulent exclusions chapter discusses recognize red flags fraud different types anomalies accounting analytic anomalies distinguished whether procedures considered data mining data analytics,iclp,year_post_2024,0.9722427416967726,big data business intelligence,analytics computer science business data science accounting computer security,5
value awareness process automation reflection school place allocation models,joaquín arias mar moreno-rebato jose a. rodriguez-garcía sascha ossowski,many_authors,0.852405814277758,noabstract,iclp,year_2022_2023,0.16402139163102464,logic reasoning knowledge,computer science reflection computer programming automation process computing value mathematics programming language machine learning engineering,1
advancing algorithmic approaches probabilistic argumentation constellation approach,andrei popescu johannes p. wallner,few_authors,-0.2344115989263833,reasoning defeasible conflicting knowledge argumentative form key research field computational argumentation reasoning various forms uncertainty key feature challenging barrier automated argumentative reasoning shown argumentative reasoning using probabilities faces general high computational complexity particular socalled constellation approach paper develop algorithmic approach overcome obstacle refine existing complexity results show two main reasoning tasks computing probability given set extension argument acceptable diverge complexity former pcomplete latter dotnpcomplete considering underlying counting problems present algorithm complex task computing probability set arguments complete extension using dynamic programming operating treedecompositions experimental evaluation shows promise approach,kr,year_post_2024,0.5681320666638986,software engineering techniques practices,argumentation theory constellation probabilistic logic probabilistic argumentation computer science theoretical computer science artificial intelligence epistemology,2
early validation highlevel requirements cyberphysical systems,ondřej vašíček,single_author,-0.7778203055284539,overarching broad topic research advancements area safetycritical cyberphysical systems cps development emphasis validation verification particular focus research early validation highlevel requirements cps current approach tackling problem transforming requirements event calculus subsequently reasoning using asp solvers groundingfree scasp discuss research current state open issues still left tackle first results work presented paper accepted iclp24 first paper area,iclp,year_post_2024,0.5681320666638986,software engineering techniques practices,cyberphysical system computer science reliability engineering engineering operating system,1
reasoning probability via continuous functions,tommaso flaminio sandro preto sara ugolini,few_authors,0.30899710767568733,functional representation algebraizable logic mean representation algebras formulas logic means possibly realvalued functions functional representations shown key tool study nonclassical logics since allow regard formulas functions means approach study typical proof theoretical properties logics means functional semantics realm algebraizable fuzzy logics possibly wellknown result respect mcnaughton theorem shows formulas infinitevalued lukasiewicz calculus correspond logical equivalence real valued continuous piecewise linear functions functional representation manyvalued logics recently shown paper second author impact outside purely logical realm particular applied study properties artificial neural networks contribution provide functional representation probability modal logic fpl builds lukasiewicz calculus adding unary operator p reads probable logic fpl algebraizable least usual sense due blok pigozzi still provide functional representation result modal formulas order adapt usual universal algebraic methods peculiar setting moreover make use techniques developed recent paper two authors class purely algebraic models fpl based de finettis coherence criterion introduced studied contribution present two ways providing functional representation algebras formulas modal logic fpl local one relies de finettis coherence argument global one instead relies probability distributions finite domain,kr,year_2022_2023,0.16402139163102464,advanced algebra logic,modal operator mathematics modal logic unary operation algebra field representation politics functional calculus representation theorem logical connective normal modal logic tnorm fuzzy logics classical logic equivalence formal languages computer science modal fuzzy logic theoretical computer science discrete mathematics multimodal logic artificial intelligence pure mathematics fuzzy set description logic fuzzy number,4
propositional abduction via onlyknowing nonmonotonic approach,sanderson molick vaishak belle,few_authors,-0.2344115989263833,paper introduces basic logic knowledge abduction extending levesque logic onlyknowing abduction modal operator defined via combination basic epistemic concepts upshot alternative approach abduction employs modal vocabulary explores relation abductive reasoning epistemic states knowing furthermore incorporating preferential relation modal frames provide nonmonotonic extension basic framework capable expressing different selection methods abductive explanations core metatheoretic properties nonmonotonic consequence relations explored within setting shown provide wellbehaved foundation abductive reasoning,iclp,year_post_2024,0.9722427416967726,logic reasoning knowledge,abductive reasoning accessibility relation modal nonmonotonic logic relation database modal logic normal modal logic extension predicate logic core optical fiber,3
visual graph question answering asp llms language parsing,jakob johannes bauer thomas eiter nelson higuera ruiz johannes oetsch,many_authors,0.852405814277758,visual question answering vqa challenging problem requires process multimodal input answerset programming asp shown great potential regard add interpretability explainability modular vqa architectures work address problem integrate asp modules vision natural language processing solve new demanding vqa variant concerned images graphs graphs symbolic form images containing graphbased structures ubiquitous popular form visualisation deal particular problem graphs inspired transit networks introduce novel dataset amends existing one adding images graphs resemble metro lines modular neurosymbolic approach combines optical graph recognition graph parsing pretrained optical character recognition neural network parsing labels large language models llms language processing asp reasoning method serves first baseline achieves overall average accuracy 73 dataset evaluation provides evidence potential modular neurosymbolic systems particular pretrained models involve training logic programming reasoning solve complex vqa tasks,iclp,year_post_2024,0.5681320666638986,multimodal machine learning applications,parsing question answering natural language processing computer science graph artificial intelligence linguistics theoretical computer science philosophy,5
manage budget atl,stéphane demri raine rönnholm,few_authors,-0.2344115989263833,study alternatingtime temporal logic atl enriched one resource written atl1 extending atl possibility manage budget propose gametheoretic semantics via introduction two evaluation games compositional semantics captured strategies games show modelchecking problem atl1 pspace identify several nontrivial fragments solved ptime byproducts investigations include also simplified pspace decision procedure resourcefree atl effective way synthesize constraints version atl1 parameters pspace bound solve energy game one counter whose objectives ltl formulae temporal depth one,kr,year_2022_2023,0.16402139163102464,logic programming type systems,pspace p temporal logic semantics computer science model checking computer science resource disambiguation resource allocation theoretical computer science programming language time complexity computational complexity theory algorithm,5
automating disease management using answer set programming,michael gelfond,no_author,-1.3212290121305246,far used asp knowledge bases get information truth falsity statements find objects satisfying simple properties types tasks normally performed database systems even though languages ability express recursive definitions methodology representing defaults various forms incomplete information gave us additional power allowed us construct rich elaborationtolerant knowledge bases types queries essentially remained databases,iclp,year_2016_2017,-2.6647533335990934,logic reasoning knowledge,set abstract data type answer set programming computer science programming language,5
natural language generation ontologies using grammatical framework,dan moldovan,single_author,-0.7778203055284539,folksonomies unsystematic unsophisticated collections keywords associated social bookmarking users web content despite inconsistency problems typographical errors spelling variations use space punctuation delimiters tag applied different context synonymy concepts etc popularity increasing among web 20 application developersin paper addition eliminating folksonomic irregularities existing lexical syntactic semantic understanding levels propose algorithm automatically builds semantic representation folksonomy exploiting tags social bookmarking associations cooccurring tags importantly content labeled documentswe derive semantics tag discover semantic links folksonomic tags expose underlying semantic structure folksonomy thus enabling number information discovery ontologybased reasoning applications,iclp,year_2018_2019,-1.8565319835333454,semantic web ontologies,computer science natural archaeology information retrieval ontology world wide web geography philosophy epistemology archaeology,3
explanations generation web service workflow,shifeng yan ying li shuiguang deng zhaohui wu,many_authors,0.852405814277758,quick development web service technologies opportunities challenges brought area workflow service based workflow integrates manages web services distributed internet grown one hottest topics workflow research areas high dynamic heterogeneous nature internet brings uncontrolled factors integrating invoking outside web services workflow failed execution service based workflow system occurs often traditional workflow system thus transaction management key ensure successful execution service based workflow based detailed analysis characteristics service based workflow proposed transaction management framework maintain integrity workflow transactions using framework workflow management system improve ability processing transaction issues managing service based workflow,iclp,year_2018_2019,-1.8565319835333454,serviceoriented architecture web services,workflow technology workflow management system workflow workflow engine computer science xpdl windows workflow foundation workflow management coalition database transaction database transaction processing world wide web service business software engineering business,2
incentive design rational agents,david hyland munyque mittelmann aniello murano giuseppe perelli michael wooldridge,many_authors,1.3958145208798287,introduce incentive design new class problems equilibrium verification multiagent systems model agents attempt maximize utility functions expressed formulae ltlf quantitative extension linear temporal logic functions computable polynomial time assume agents rational sense adopt strategies consistent game theoretic solution concepts nash equilibrium solution concept consider analyze problems verifying whether incentive scheme achieves societal objective finding one whether social welfare aggregate measure collective wellbeing study static dynamic incentive schemes showing latter powerful former finally solve incentive verification synthesis problems solution concepts consider analyze complexity,kr,year_post_2024,0.5681320666638986,auction theory applications,incentive computer science microeconomics economics,2
