id,title,title_doiorg,title_openalex,authors,authors_doiorg,authors_openalex,authors_count_doiorg,authors_count_openalex,doi,venue,year,abstract_doiorg,abstract_openalex,primary_topic,keywords,concepts,Label
352,Bringing Logic Programming to primary school: a teacher training course.,Bringing the Olympic spirit to school…,Bringing the Olympic spirit to school…,Tom Donohoe,Tom Donohoe,Tom Donohoe,1,1,10.12968/prtu.2012.1.4.38,iclp,2024,,,Motivation and Self-Concept in Sports,"Download, Library science, Visual arts, Media studies, Art, Sociology, Computer science, World Wide Web","Download, Library science, Visual arts, Media studies, Art, Sociology, Computer science, World Wide Web",4
419,On the Strong Equivalences of LPMLN Programs.,On the Strong Equivalences for LPMLN Programs,On the Strong Equivalences for LPMLN Programs,"Bin Wang, Jun Shen, Shutao Zhang, Zhizheng Zhang","Bin Wang, Jun Shen, Shutao Zhang, Zhizheng Zhang","Bin Wang, Jun Shen, Shutao Zhang, Zhizheng Zhang",4,4,10.23638/lmcs-17(1:4)2021,iclp,2019,"<jats:p>LPMLN is a powerful knowledge representation and reasoning tool that combines the non-monotonic reasoning ability of Answer Set Programming (ASP) and the probabilistic reasoning ability of Markov Logic Networks (MLN). In this paper, we study the strong equivalence for LPMLN programs, which is an important tool for program rewriting and theoretical investigations in the field of logic programming. First of all, we present the notion of p-strong equivalence for LPMLN and present a model-theoretical characterization for the notion. And we investigate the relationships among the p-strong equivalence and other existing notions of strong equivalences for LPMLN. Then, we investigate several properties of the p-strong equivalence from the following four aspects. Firstly, we investigate two relaxed notions of the p-strong equivalence according to practical scenarios of program rewriting, and present corresponding characterizations for the notions. Secondly, we analyze the computational complexities of deciding strong equivalences for LPMLN programs. Thirdly, we investigate the relationships among the strong equivalences of LPMLN and two extensions of ASP: ASP with weak constraints and ordered disjunctions. Finally, we investigate LPMLN program simplification via the p-strong equivalence and present some syntactic conditions that decide the p-strong equivalence between a single LPMLN rule and the empty program. The contributions of the paper are as follows. Firstly, all of the results presented in this paper provide a better understanding of LPMLN programming, which helps us further explore the properties of LPMLN. Secondly, the relationships among the strong equivalences open a way to study the strong equivalences for some logic formalisms by translating into LPMLN. Thirdly, the program simplification can be used to enhance the implementations of the LPMLN solvers ...</jats:p>","LPMLN is a powerful knowledge representation and reasoning tool that combines the non-monotonic reasoning ability of Answer Set Programming (ASP) and the probabilistic reasoning ability of Markov Logic Networks (MLN). In this paper, we study the strong equivalence for LPMLN programs, which is an important tool for program rewriting and theoretical investigations in the field of logic programming. First of all, we present the notion of p-strong equivalence for LPMLN and present a model-theoretical characterization for the notion. And we investigate the relationships among the p-strong equivalence and other existing notions of strong equivalences for LPMLN. Then, we investigate several properties of the p-strong equivalence from the following four aspects. Firstly, we investigate two relaxed notions of the p-strong equivalence according to practical scenarios of program rewriting, and present corresponding characterizations for the notions. Secondly, we analyze the computational complexities of deciding strong equivalences for LPMLN programs. Thirdly, we investigate the relationships among the strong equivalences of LPMLN and two extensions of ASP: ASP with weak constraints and ordered disjunctions. Finally, we investigate LPMLN program simplification via the p-strong equivalence and present some syntactic conditions that decide the p-strong equivalence between a single LPMLN rule and the empty program. The contributions of the paper are as follows. Firstly, all of the results presented in this paper provide a better understanding of LPMLN programming, which helps us further explore the properties of LPMLN. Secondly, the relationships among the strong equivalences open a way to study the strong equivalences for some logic formalisms by translating into LPMLN. Thirdly, the program simplification can be used to enhance the implementations of the LPMLN solvers ...","Logic, Reasoning, and Knowledge","Answer set programming, Equivalence (formal languages), Rewriting, Logical equivalence, Logic programming, Computer science, Probabilistic logic, Theoretical computer science, Mathematics, Programming language, Algebra over a field, Discrete mathematics, Pure mathematics, Artificial intelligence","Answer set programming, Equivalence (formal languages), Rewriting, Logical equivalence, Logic programming, Computer science, Probabilistic logic, Theoretical computer science, Mathematics, Programming language, Algebra over a field, Discrete mathematics, Pure mathematics, Artificial intelligence",1
68,Pruning with Belief Traps in Multi-agent Epistemic Planning.,Pruning with Belief Traps in Multi-agent Epistemic Planning,Pruning with Belief Traps in Multi-agent Epistemic Planning,"Biqing Fang, Fangzhen Lin","Biqing Fang, Fangzhen Lin","Biqing Fang, Fangzhen Lin",2,2,10.24963/kr.2025/74,kr,2025,"<jats:p>Multi-agent epistemic planning (MEP) addresses planning problems involving multiple agents with epistemic reasoning, often requiring the consideration of nested beliefs. In this paper, we extend the notion of traps in classical planning to MEP, and call them belief traps, which are epistemic formulas that once entailed by an epistemic state, remain entailed by all successor states. Identifying belief traps can sometimes improve MEP solving significantly. Here, we consider two methods for identifying and using belief traps to improve planning efficiency. Our first method adapts a classical preprocessing algorithm with integration into an MEP planner, simple-form construction of traps, and a novel use of beneficial traps to guide search. The second method systematically generalizes the belief lock strategy by formalizing its underlying preservation condition. Our experiments show that the new pruning techniques can accelerate problem-solving in the domains with irreversible beliefs.</jats:p>","Multi-agent epistemic planning (MEP) addresses planning problems involving multiple agents with epistemic reasoning, often requiring the consideration of nested beliefs. In this paper, we extend the notion of traps in classical planning to MEP, and call them belief traps, which are epistemic formulas that once entailed by an epistemic state, remain entailed by all successor states. Identifying belief traps can sometimes improve MEP solving significantly. Here, we consider two methods for identifying and using belief traps to improve planning efficiency. Our first method adapts a classical preprocessing algorithm with integration into an MEP planner, simple-form construction of traps, and a novel use of beneficial traps to guide search. The second method systematically generalizes the belief lock strategy by formalizing its underlying preservation condition. Our experiments show that the new pruning techniques can accelerate problem-solving in the domains with irreversible beliefs.",AI-based Problem Solving and Planning,"Pruning, Successor cardinal, Preprocessor, Belief revision, Uncertainty quantification","Pruning, Successor cardinal, Computer science, Artificial intelligence, Epistemology, Preprocessor, Belief revision, Uncertainty quantification, Mathematics, Automated planning and scheduling, Epistemic modal logic, Machine learning, Lock (firearm), Algorithm",4
188,Deontic Paradoxes in ASP with Weak Constraints.,Deontic Paradoxes in ASP with Weak Constraints,Deontic Paradoxes in ASP with Weak Constraints,"Christian Hatschka, Agata Ciabattoni, Thomas Eiter","Christian Hatschka, Agata Ciabattoni, Thomas Eiter","Christian Hatschka, Agata Ciabattoni, Thomas Eiter",3,3,10.4204/eptcs.385.39,iclp,2023,,"The rise of powerful AI technology for a range of applications that are sensitive to legal, social, and ethical norms demands decision-making support in presence of norms and regulations. Normative reasoning is the realm of deontic logics, that are challenged by well-known benchmark problems (deontic paradoxes), and lack efficient computational tools. In this paper, we use Answer Set Programming (ASP) for addressing these shortcomings and showcase how to encode and resolve several well-known deontic paradoxes utilizing weak constraints. By abstracting and generalizing this encoding, we present a methodology for translating normative systems in ASP with weak constraints. This methodology is applied to ""ethical"" versions of Pac-man, where we obtain a comparable performance with related works, but ethically preferable results.","Logic, Reasoning, and Knowledge","Deontic logic, Normative, Realm, Answer set programming, Computer science, Benchmark (surveying), Set (abstract data type), ENCODE, Epistemology, Artificial intelligence, Programming language, Philosophy, Political science, Law","Deontic logic, Normative, Realm, Answer set programming, Computer science, Benchmark (surveying), Set (abstract data type), ENCODE, Epistemology, Artificial intelligence, Programming language, Philosophy, Political science, Law, Chemistry, Biochemistry, Geodesy, Geography, Gene",3
332,"Joint Proceedings of the Joint Workshop on Knowledge Diversity and Cognitive Aspects of KR and the Workshop on Symbolic and Neuro-Symbolic Architectures for Intelligent Robotics Technology (KoDis-CAKR-SYNERGY 2024) co-located with the 21st International Conference on Principles of Knowledge Representation and Reasoning (KR 2024), Hanoi, Vietnam, November 2-8, 2024.",Web-KR 2013,Web-KR 2013,"Yi Zeng, Spyros Kotoulas, Zhisheng Huang","Yi Zeng, Spyros Kotoulas, Zhisheng Huang","Yi Zeng, Spyros Kotoulas, Zhisheng Huang",3,3,10.1145/2505515.2505819,kr,2024,,"As a continuous effort for organizing discussions and providing possible theories and techniques to deal with the barriers for knowledge processing at Web scale, the 2013 International Workshop on Web-scale Knowledge Representation, Retrieval and Reasoning (Web-KR 2013) was held in conjunction with the 2013 ACM International Conference on Information and Knowledge Management (CIKM 2013) on November 1st, 2013 at Burlingame, CA, United States. This is the 4th version of the Web-KR workshop. As in previous workshops under the same title, accepted papers of this workshop cover many important topics in the field. This year, the contributions focus on multi-faceted understanding of Web knowledge sources, Web entity linking, deep Web knowledge acquisition, and Web-scale stream reasoning. Many new approaches are proposed to deal with these problems in the context of large scale Web resources. This summary introduces the major contributions of accepted papers in the Web-KR 2013 workshop.",Semantic Web and Ontologies,"Computer science, World Wide Web, Web standards, Web modeling, Web development, Context (archaeology), Web intelligence, Data Web, Web service, Web engineering","Computer science, World Wide Web, Web standards, Web modeling, Web development, Context (archaeology), Web intelligence, Data Web, Web service, Web engineering, Biology, Paleontology",1
105,Guarded Fragments Meet Dynamic Logic: The Story of Regular Guards.,Guarded Fragments Meet Dynamic Logic: The Story of Regular Guards,Guarded Fragments Meet Dynamic Logic: The Story of Regular Guards,"Bartosz Bednarczyk, Emanuel Kieroński","Bartosz Bednarczyk, Emanuel Kieroński","Bartosz Bednarczyk, Emanuel Kieroński",2,2,10.24963/kr.2025/9,kr,2025,"<jats:p>We study the Guarded Fragment with Regular Guards RGF which

combines the expressive power of the Guarded Fragment (GF)

with Propositional Dynamic Logic with Intersection and

Converse (ICPDL).

Our logic generalizes, in a uniform way, many

previously-studied extensions of GF, including

(conjunctions of) transitive or equivalence guards,

transitive or equivalence closure and more.

We prove 2ExpTime-completeness of the satisfiability

problem for RGF, showing that RGF is not harder than ICPDL

or GF.

Shifting to the query entailment problem, we provide

undecidability results that significantly strengthen and

solidify earlier results along those lines.

We conclude by identifying the maximal, in some natural

sense, ExpSpace-complete fragment of RGF.</jats:p>","We study the Guarded Fragment with Regular Guards RGF which combines the expressive power of the Guarded Fragment (GF) with Propositional Dynamic Logic with Intersection and Converse (ICPDL). Our logic generalizes, in a uniform way, many previously-studied extensions of GF, including (conjunctions of) transitive or equivalence guards, transitive or equivalence closure and more. We prove 2ExpTime-completeness of the satisfiability problem for RGF, showing that RGF is not harder than ICPDL or GF. Shifting to the query entailment problem, we provide undecidability results that significantly strengthen and solidify earlier results along those lines. We conclude by identifying the maximal, in some natural sense, ExpSpace-complete fragment of RGF.","Logic, Reasoning, and Knowledge","Transitive closure, Satisfiability, Fragment (logic), Converse, Expressive power, Transitive relation, Propositional calculus, Equivalence (formal languages), Intersection (aeronautics), Gas meter prover","Transitive closure, Satisfiability, Fragment (logic), Mathematics, Converse, Expressive power, Transitive relation, Propositional calculus, Equivalence (formal languages), Intersection (aeronautics), Gas meter prover, Discrete mathematics, Atomic formula, Closure (psychology), Boolean satisfiability problem, Theoretical computer science, Computer science, Horn clause, Programming language, Logical equivalence, Succinctness, Preorder, Combinatorics, Algebra over a field, Propositional variable, Decidability, Logical consequence, Transitive reduction, Algorithm, Graph, Description logic, Propositional formula, Subclass, Modal logic, First-order logic, Temporal logic, Well-formed formula",3
60,Correct Causal Inference in Probabilistic Logic Programming.,"Review for ""Logic + probabilistic programming + causal laws""","Review for ""Logic + probabilistic programming + causal laws""",,,,0,0,10.1098/rsos.230785/v1/review1,iclp,2022,,,"Logic, Reasoning, and Knowledge","Probabilistic logic, Programming language, Computer science, Law, Theoretical computer science, Mathematics, Mathematical economics, Artificial intelligence, Political science","Probabilistic logic, Programming language, Computer science, Law, Theoretical computer science, Mathematics, Mathematical economics, Artificial intelligence, Political science",5
224,Some Enhancements to the Prolog Playground and ALD Notebooks for the Modern Prolog Classroom.,Chapter 2. Some elements of Prolog,Chapter 2. Some elements of Prolog,,,,0,0,10.1515/9783110850451.5,iclp,2025,,,Classical Philosophy and Thought,"Prolog, Programming language, Computer science","Prolog, Programming language, Computer science",3
381,Cost-Based Semantics for Querying Inconsistent Weighted Knowledge Bases.,Cost-Based Semantics for Querying Inconsistent Weighted Knowledge Bases,Cost-Based Semantics for Querying Inconsistent Weighted Knowledge Bases,"Meghyn Bienvenu, Camille Bourgaux, Robin Jean","Meghyn Bienvenu, Camille Bourgaux, Robin Jean","Meghyn Bienvenu, Camille Bourgaux, Robin Jean",3,3,10.24963/kr.2024/16,kr,2024,"<jats:p>In this paper, we explore a quantitative approach to querying inconsistent description logic knowledge bases. We consider weighted knowledge bases in which both axioms and assertions have (possibly infinite) weights, which are used to assign a cost to each interpretation based upon the axioms and assertions it violates. Two notions of certain and possible answer are defined by either considering interpretations whose cost does not exceed a given bound or restricting attention to optimal-cost interpretations. Our main contribution is a comprehensive analysis of the combined and data complexity of bounded cost satisfiability and certain and possible answer recognition, for description logics between ELbot and ALCO.</jats:p>","In this paper, we explore a quantitative approach to querying inconsistent description logic knowledge bases. We consider weighted knowledge bases in which both axioms and assertions have (possibly infinite) weights, which are used to assign a cost to each interpretation based upon the axioms and assertions it violates. Two notions of certain and possible answer are defined by either considering interpretations whose cost does not exceed a given bound or restricting attention to optimal-cost interpretations. Our main contribution is a comprehensive analysis of the combined and data complexity of bounded cost satisfiability and certain and possible answer recognition, for description logics between ELbot and ALCO.","Logic, Reasoning, and Knowledge","Axiom, Computer science, Semantics (computer science), Bounded function, Interpretation (philosophy), Satisfiability, Theoretical computer science, Abstract interpretation, Mathematics, Programming language","Axiom, Computer science, Semantics (computer science), Bounded function, Interpretation (philosophy), Satisfiability, Theoretical computer science, Abstract interpretation, Mathematics, Programming language, Geometry, Mathematical analysis",1
30,A Hitchhiker&apos;s Guide to Reinventing a Prolog Machine.,The The hitchhiker guide to Categorical Banach space theory. Part II.,The The hitchhiker guide to Categorical Banach space theory. Part II.,Jesús Castillo,Jesús Castillo,Jesús Castillo,1,1,10.17398/2605-5686.37.1.1,iclp,2017,"<jats:p>What has category theory to offer to Banach spacers? In this second part survey-like paper we will focus on very much needed advanced categorical and homological elements, such as Kan extensions, derived category and derived functor or Abelian hearts of Banach spaces.</jats:p>","What has category theory to offer to Banach spacers? In this second part survey-like paper we will focus on very much needed advanced categorical and homological elements, such as Kan extensions, derived category and derived functor or Abelian hearts of Banach spaces.",Advanced Banach Space Theory,"Categorical variable, Functor, Mathematics, Pure mathematics, Focus (optics), Abelian category, Banach space, Abelian group, Physics, Statistics","Categorical variable, Functor, Mathematics, Pure mathematics, Focus (optics), Abelian category, Banach space, Abelian group, Physics, Statistics, Optics",4
69,Agentified Argumentative Learning (short paper).,Argumentative style in a peer-reviewed research paper,Argumentative style in a peer-reviewed research paper,,,,0,0,10.1075/aic.20.c10,iclp,2025,,,"Language, Discourse, Communication Strategies","Argumentative, Style (visual arts), Psychology, Peer review, Computer science, Linguistics, Art, Political science, Philosophy, Literature, Law","Argumentative, Style (visual arts), Psychology, Peer review, Computer science, Linguistics, Art, Political science, Philosophy, Literature, Law",1
174,Leveraging Decision-DNNF Compilation for Enumerating Disjoint Partial Models.,Leveraging Decision-DNNF Compilation for Enumerating Disjoint Partial Models,Leveraging Decision-DNNF Compilation for Enumerating Disjoint Partial Models,"Jean-Marie Lagniez, Emmanuel Lonca","Jean-Marie Lagniez, Emmanuel Lonca","Jean-Marie Lagniez, Emmanuel Lonca",2,2,10.24963/kr.2024/48,kr,2024,"<jats:p>The All-Solution Satisfiability Problem (AllSAT) extends SAT by requiring the identification of all possible solutions for a propositional formula. In practice, enumerating all complete models is often infeasible, making the identification of partial models essential for generating a concise representation of the solution set. Deterministic Decomposable Negation Normal Form (d-DNNF) serves as a language for representation known to offer polynomial-time algorithms for model enumeration. Specifically, when a propositional formula is encoded in d-DNNF, it enables iterative model enumeration with polynomial delay between models. However, despite the existence of theoretical algorithms for this purpose, no available implementations are currently accessible. Furthermore, these theoretical approaches are nearly impractical as they solely yield complete models. We introduce a novel algorithm that maintains a polynomial delay between partial models while significantly enhancing efficiency compared to baseline approaches. Furthermore, through experimental validation, we demonstrate the superiority of compiling a CNF formula Σ into a d-DNNF formula Σ′ and subsequently enumerating models of Σ′ over existing state-of-the-art methodologies for CNF partial model enumeration.</jats:p>","The All-Solution Satisfiability Problem (AllSAT) extends SAT by requiring the identification of all possible solutions for a propositional formula. In practice, enumerating all complete models is often infeasible, making the identification of partial models essential for generating a concise representation of the solution set. Deterministic Decomposable Negation Normal Form (d-DNNF) serves as a language for representation known to offer polynomial-time algorithms for model enumeration. Specifically, when a propositional formula is encoded in d-DNNF, it enables iterative model enumeration with polynomial delay between models. However, despite the existence of theoretical algorithms for this purpose, no available implementations are currently accessible. Furthermore, these theoretical approaches are nearly impractical as they solely yield complete models. We introduce a novel algorithm that maintains a polynomial delay between partial models while significantly enhancing efficiency compared to baseline approaches. Furthermore, through experimental validation, we demonstrate the superiority of compiling a CNF formula Σ into a d-DNNF formula Σ′ and subsequently enumerating models of Σ′ over existing state-of-the-art methodologies for CNF partial model enumeration.",Data Quality and Management,"Disjoint sets, Computer science, Theoretical computer science, Artificial intelligence, Combinatorics, Mathematics","Disjoint sets, Computer science, Theoretical computer science, Artificial intelligence, Combinatorics, Mathematics",1
271,"Proceedings 35th International Conference on Logic Programming (Technical Communications), ICLP 2019 Technical Communications, Las Cruces, NM, USA, September 20-25, 2019.",Proceedings 35th International Conference on Logic Programming  (Technical Communications),Proceedings 35th International Conference on Logic Programming (Technical Communications),Serdar Kadioglu,Serdar Kadioglu,Serdar Kadıoğlu,1,1,10.4204/eptcs.306.6,iclp,2019,,,"Logic, Reasoning, and Knowledge","Computer science, Logic programming, Programming language, Software engineering, Telecommunications","Computer science, Logic programming, Programming language, Software engineering, Telecommunications",1
491,Tackling the Air Traffic Flow and Capacity Management Problem with Explainable Answer Set Programming.,Model estimation of air traffic control sectors capacity for solving the air traffic flow management problem,Model estimation of air traffic control sectors capacity for solving the air traffic flow management problem,"Gładyś Sylwester, Malarski Marek, Jasiński Sławomir, Skorupski Jacek","Gładyś Sylwester, Malarski Marek, Jasiński Sławomir, Skorupski Jacek","Sylwester Gładyś, Marek Malarski, Slawomir Jasinski, Skorupski Jacek",4,4,10.1007/978-3-642-48417-9_8,iclp,2025,,"Civil aviation air traffic undergoes many random disturbances. Air traffic controllers watch the real traffic and ensure that it is free from collision hazards in the whole airspace — the ATC sector — under their control. The ATFM service takes care that the flow capacity in each sector, called capacity of the air traffic sector, is not exceeded. In the paper an original method of model estimation of the capacity of the designed ATC sectors is described. In this method an experimentally established statistical relationship between the random variables of control load and the air traffic density is used. The capacity of a sector was found from the joint probability distribution of such a two-dimensional random variable model determined as a quanti le of adequate order. This method was verified in practice by determining the capacity of the designed new ATC sectors in FIR Warsaw.",Air Traffic Management and Optimization,"Air traffic control, Civil aviation, Engineering, Traffic flow (computer networking), Air traffic management, Transport engineering, Aviation, Estimation, Computer science, Computer security","Air traffic control, Civil aviation, Engineering, Traffic flow (computer networking), Air traffic management, Transport engineering, Aviation, Estimation, Computer science, Computer security, Systems engineering, Aerospace engineering",5
159,The Sticky Path to Expressive Querying: Decidability of Navigational Queries under Existential Rules.,The Sticky Path to Expressive Querying: Decidability of Navigational Queries under Existential Rules,The Sticky Path to Expressive Querying: Decidability of Navigational Queries under Existential Rules,"Piotr Ostropolski-Nalewaja, Sebastian Rudolph","Piotr Ostropolski-Nalewaja, Sebastian Rudolph","Piotr Ostropolski-Nalewaja, Sebastian Rudolph",2,2,10.24963/kr.2024/54,kr,2024,"<jats:p>Extensive research in the field of ontology-based query answering has led to the identification of numerous fragments of existential rules (also known as tuple-generating dependencies) that exhibit decidable answering of atomic and conjunctive queries.

Motivated by the increased theoretical and practical interest in navigational queries, this paper considers the question for which of these fragments decidability of querying extends to regular path queries (RPQs). 

In fact, decidability of RPQs has recently been shown to generally hold for the comprehensive family of all fragments that come with the guarantee of universal models being reasonably well-shaped (that is, being of finite cliquewidth).

Yet, for the second major family of fragments, known as finite unification sets (short: fus), which are based on first-order-rewritability, corresponding results have been largely elusive so far.

We complete the picture by showing that RPQ answering over arbitrary fus rulesets is undecidable. 

On the positive side, we establish that the problem is decidable for the prominent fus subclass of sticky rulesets, with the caveat that a very mild extension of the RPQ formalism turns the problem undecidable again.</jats:p>","Extensive research in the field of ontology-based query answering has led to the identification of numerous fragments of existential rules (also known as tuple-generating dependencies) that exhibit decidable answering of atomic and conjunctive queries. Motivated by the increased theoretical and practical interest in navigational queries, this paper considers the question for which of these fragments decidability of querying extends to regular path queries (RPQs). In fact, decidability of RPQs has recently been shown to generally hold for the comprehensive family of all fragments that come with the guarantee of universal models being reasonably well-shaped (that is, being of finite cliquewidth). Yet, for the second major family of fragments, known as finite unification sets (short: fus), which are based on first-order-rewritability, corresponding results have been largely elusive so far. We complete the picture by showing that RPQ answering over arbitrary fus rulesets is undecidable. On the positive side, we establish that the problem is decidable for the prominent fus subclass of sticky rulesets, with the caveat that a very mild extension of the RPQ formalism turns the problem undecidable again.",Constraint Satisfaction and Optimization,"Decidability, Existentialism, Path (computing), Computer science, Theoretical computer science, Programming language, Epistemology, Philosophy","Decidability, Existentialism, Path (computing), Computer science, Theoretical computer science, Programming language, Epistemology, Philosophy",2
574,Diagnosis for Post Concept Drift Decision Trees Repair.,Diagnosis for Post Concept Drift Decision Trees Repair,Diagnosis for Post Concept Drift Decision Trees Repair,"Shaked Almog, Meir Kalech","Shaked Almog, Meir Kalech","Shaked Almog, Meir Kalech",2,2,10.24963/kr.2023/3,kr,2023,"<jats:p>Decision trees are commonly used in machine learning since they are accurate and robust classifiers. After a decision tree is built, the data can change over time, causing the classification performance to decrease. This data distribution change is a known challenge in machine learning, referred to as concept drift. Once a concept drift has been detected, usually by experiencing a decrease in the model's performance, it can be handled by training a new model.

However, this method does not explain the drift harming the performance but only handles the drift's effects.

The main contribution of this paper presents a novel two-step approach called APPETITE, which applies diagnosis techniques to identify the feature that has drifted and then adjusts the model accordingly. For the diagnosis step, we present two algorithms. We experimented on 73 known datasets from the literature and semi-synthesized drifts in their features. Both algorithms are better at handling concept drift than training a new model based on the samples after the drift. Combining the two algorithms can provide an explanation of the drift and is a competitive model against a new model trained on the entire data from before and after the drift.</jats:p>","Decision trees are commonly used in machine learning since they are accurate and robust classifiers. After a decision tree is built, the data can change over time, causing the classification performance to decrease. This data distribution change is a known challenge in machine learning, referred to as concept drift. Once a concept drift has been detected, usually by experiencing a decrease in the model's performance, it can be handled by training a new model. However, this method does not explain the drift harming the performance but only handles the drift's effects. The main contribution of this paper presents a novel two-step approach called APPETITE, which applies diagnosis techniques to identify the feature that has drifted and then adjusts the model accordingly. For the diagnosis step, we present two algorithms. We experimented on 73 known datasets from the literature and semi-synthesized drifts in their features. Both algorithms are better at handling concept drift than training a new model based on the samples after the drift. Combining the two algorithms can provide an explanation of the drift and is a competitive model against a new model trained on the entire data from before and after the drift.",Data Stream Mining Techniques,"Concept drift, Computer science, Decision tree, Artificial intelligence, Machine learning, Feature (linguistics), Decision tree learning, Tree (set theory), Data mining, Data stream mining, Mathematics","Concept drift, Computer science, Decision tree, Artificial intelligence, Machine learning, Feature (linguistics), Decision tree learning, Tree (set theory), Data mining, Data stream mining, Mathematics, Mathematical analysis, Philosophy, Linguistics",1
517,Neurosymbolic AI in Digital Forensics: Commonsense and Qualitative Reasoning.,"Reasoning in Neurosymbolic
                    <scp>AI</scp>",Reasoning in Neurosymbolic <scp>AI</scp>,"Son Tran, Edjard Mota, Artur d'Avila Garcez","Son Tran, Edjard Mota, Artur d'Avila Garcez","Son N. Tran, Edjard Mota, Artur d’Avila Garcez",3,3,10.1002/9781394302406.ch02,iclp,2025,,"Knowledge representation and reasoning in neural networks have been a long-standing endeavor, which has attracted much attention recently. The principled integration of reasoning and learning in neural networks is a main objective of the area of neurosymbolic Artificial Intelligence (AI). In this chapter, a simple energy-based neurosymbolic AI system is described that can represent and reason formally about any propositional logic formula. This creates a powerful combination of learning from data and knowledge and logical reasoning. We start by positioning neurosymbolic AI in the context of the current AI landscape that is unsurprisingly dominated by Large Language Models (LLMs). We identify important challenges of data efficiency, fairness, and safety of LLMs that might be addressed by neurosymbolic reasoning systems with formal reasoning capabilities. We then discuss the representation of logic by the specific energy-based system, including illustrative examples and empirical evaluation of the correspondence between logical reasoning and energy minimization using Restricted Boltzmann Machines (RBM). The system, called Logical Boltzmann Machine (LBM), can find all satisfying assignments of a class of logical formulae by searching through a very small percentage of the possible truth-value assignments. Learning from data and knowledge in LBM is also evaluated empirically and compared with a purely symbolic, a purely neural, and a state-of-the-art neurosymbolic system, achieving better learning performance in five out of seven datasets. Results reported in this chapter in an accessible way are expected to reignite the research on the use of neural networks as massively parallel models for logical reasoning and to promote the principled integration of reasoning and learning in deep networks. LBM is also evaluated in the role of an interpretable neural module that can be added on top of complex neural networks such as convolutional networks and encoder–decoder networks to implement any given set of logical constraints, e.g., fairness or safety requirements. LBM is further evaluated when deployed in the solution of the connectionist Boolean satisfiability (SAT) problem, maximum satisfiability (MaxSAT), and approximate optimization problems when certain logical rules may be given a higher priority or a penalty according to a confidence value . We conclude the chapter with a discussion of the importance of positioning neurosymbolic AI within a broader framework of formal reasoning and accountability in AI, discussing the challenges for neurosymbolic AI to tackle the various known problems of reliability of deep learning. We close with an opinion on the risks of AI and future opportunities for neurosymbolic AI.",,"Knowledge representation and reasoning, Deductive reasoning, Automated reasoning, Non-monotonic logic, Logical reasoning, Opportunistic reasoning, Reasoning system, Context (archaeology)","Computer science, Artificial intelligence, Knowledge representation and reasoning, Deductive reasoning, Automated reasoning, Non-monotonic logic, Logical reasoning, Opportunistic reasoning, Reasoning system, Context (archaeology), Propositional calculus, Representation (politics), Artificial neural network, Model-based reasoning, Abductive reasoning, Class (philosophy), Logical consequence, Machine learning, Theoretical computer science, Logical data model, Natural language, Simple (philosophy), Description logic, Non-classical logic",5
121,Capturing Non-flat Assumption-based Argumentation with Bipolar SETAFs.,Capturing Non-flat Assumption-based Argumentation with Bipolar SETAFs,Capturing Non-flat Assumption-based Argumentation with Bipolar SETAFs,"Matti Berthold, Anna Rapberger, Markus Ulbricht","Matti Berthold, Anna Rapberger, Markus Ulbricht","Matti Berthold, Anna Rapberger, Markus Ulbricht",3,3,10.24963/kr.2024/12,kr,2024,"<jats:p>While the flat fragment of assumption-based argumentation (ABA) is widely studied in the literature, the general, non-flat case has mostly been neglected so far. Until recently, there was no possible way to instantiate non-flat ABA in terms of an abstract argumentation framework. While this gap has been closed for complete-based ABA semantics, capturing admissible-based semantics cannot yet be achieved by looking at the relation between the instantiated arguments only; it requires augmenting arguments with their premises, hence being a semi-abstract instantiaiton. In this paper, we provide a compact and fully abstract instantiation by making use of both collective attack and support relations. Then, inspired by fundamental properties of abstract formalisms, we identify flaws of native ABA semantics in the non-flat case and provide refinements thereof, utilizing our novel instatiation.</jats:p>","While the flat fragment of assumption-based argumentation (ABA) is widely studied in the literature, the general, non-flat case has mostly been neglected so far. Until recently, there was no possible way to instantiate non-flat ABA in terms of an abstract argumentation framework. While this gap has been closed for complete-based ABA semantics, capturing admissible-based semantics cannot yet be achieved by looking at the relation between the instantiated arguments only; it requires augmenting arguments with their premises, hence being a semi-abstract instantiaiton. In this paper, we provide a compact and fully abstract instantiation by making use of both collective attack and support relations. Then, inspired by fundamental properties of abstract formalisms, we identify flaws of native ABA semantics in the non-flat case and provide refinements thereof, utilizing our novel instatiation.",Software Engineering Research,"Argumentation theory, Computer science, Epistemology, Philosophy","Argumentation theory, Computer science, Epistemology, Philosophy",1
